"BrainKey","lsmpath","imagestems","Side","UniqueID","CloneNo","Genotype","Sex","CloneName"
"SABA20","SABA20-1.lsm","SABA20-1","L",330,1,"fru MARCM","F","aIP-e"
"SABA20","SABA20-1.lsm","SABA20-1","R",2969,2,"fru MARCM","F","aSP-k"
"SABA20","SABA20-1.lsm","SABA20-1","L",2971,4,"fru MARCM","F","aIP-b"
"SABA20","SABA20-1.lsm","SABA20-1","R",2970,3,"fru MARCM","F","aDT-d"
"SABB4","SABB4-1.lsm","SABB4-1","L",442,2,"fru MARCM","M","pIP-c"
"SABB4","SABB4-1.lsm","SABB4-1","R",443,3,"fru MARCM","M","aSP-a"
"SABB4","SABB4-1.lsm","SABB4-1","L",3494,4,"fru MARCM","M","MB"
"SABB4","SABB4-1.lsm","SABB4-1","R",341,1,"fru MARCM","M","aIP-e"
"SABB5","SABB5-1.lsm","SABB5-1","L",344,1,"fru MARCM","M","aIP-e"
"SABB5","SABB5-1.lsm","SABB5-1","R",2973,3,"fru MARCM","M","aIP-b"
"SABB5","SABB5-1.lsm","SABB5-1","L",2972,2,"fru MARCM","M","aSP-l"
"SABB5","SABB5-1.lsm","SABB5-1","R",2974,4,"fru MARCM","M",NA
"SABC13","SABC13-1.lsm","SABC13-1","L",328,1,"fru MARCM","F","aSP-f"
"SABC13","SABC13-1.lsm","SABC13-1","L",364,2,"fru MARCM","F","aSP-g"
"SABC13","SABC13-1.lsm","SABC13-1","L",377,3,"fru MARCM","F","aDT-d"
"SABC13","SABC13-1.lsm","SABC13-1","R",2975,4,"fru MARCM","F","pIP-i"
"SABC20","SABC20-1.lsm","SABC20-1","R",2978,5,"fru MARCM","F","aIP-g"
"SABC20","SABC20-1.lsm","SABC20-1","R",2977,4,"fru MARCM","F","aSP-l"
"SABC20","SABC20-1.lsm","SABC20-1","L",332,1,"fru MARCM","F","aIP-e"
"SABC20","SABC20-1.lsm","SABC20-1","R",333,2,"fru MARCM","F","aDT-e"
"SABC20","SABC20-1.lsm","SABC20-1","R",3495,6,"fru MARCM","F","MB"
"SABC20","SABC20-1.lsm","SABC20-1","L",2976,3,"fru MARCM","F","pMP-b"
"SABC5","SABC5-1.lsm","SABC5-1","R",3496,5,"fru MARCM","F","MB"
"SABC5","SABC5-1.lsm","SABC5-1","L",2980,2,"fru MARCM","F","aDT-h"
"SABC5","SABC5-1.lsm","SABC5-1","L",2982,4,"fru MARCM","F","aIP-e"
"SABC5","SABC5-1.lsm","SABC5-1","L",2981,3,"fru MARCM","F","pIP-b"
"SABC5","SABC5-1.lsm","SABC5-1","R",2979,1,"fru MARCM","F","MB"
"SABC9","SABC9-1.lsm","SABC9-1","R",325,2,"fru MARCM","F","aIP-e"
"SABC9","SABC9-1.lsm","SABC9-1","L",324,1,"fru MARCM","F","aIP-e"
"SABC9","SABC9-1.lsm","SABC9-1","R",2983,3,"fru MARCM","F","pMP-a"
"SABD1","SABD1-1.lsm","SABD1-1","L",2985,5,"fru MARCM","M","pMP-a"
"SABD1","SABD1-1.lsm","SABD1-1","L",2984,4,"fru MARCM","M","aDT-a"
"SABD1","SABD1-1.lsm","SABD1-1","L",343,1,"fru MARCM","M","aSP-f"
"SABD1","SABD1-1.lsm","SABD1-1","L",379,3,"fru MARCM","M",NA
"SABD1","SABD1-1.lsm","SABD1-1","L",378,2,"fru MARCM","M","aIP-a"
"SABE8","SABE8-1.lsm","SABE8-1","R",445,4,"fru MARCM","M","aDT-h"
"SABE8","SABE8-1.lsm","SABE8-1","R",446,3,"fru MARCM","M","aIP-a"
"SABE8","SABE8-1.lsm","SABE8-1","R",447,5,"fru MARCM","M",NA
"SABE8","SABE8-1.lsm","SABE8-1","L",342,1,"fru MARCM","M","aSP-f"
"SABE8","SABE8-1.lsm","SABE8-1","R",444,2,"fru MARCM","M","aDT-b"
"SABL1","SABL1-1.lsm","SABL1-1","L",110,3,"fru MARCM","M",NA
"SABL1","SABL1-1.lsm","SABL1-1","L",4082,4,"fru MARCM","M","SN-a"
"SABL1","SABL1-1.lsm","SABL1-1","L",109,2,"fru MARCM","M","pMP-a"
"SABL1","SABL1-1.lsm","SABL1-1","R",108,1,"fru MARCM","M","aIP-e"
"SABL3","SABL3-1.lsm","SABL3-1","L",4083,3,"fru MARCM","M","SN-a"
"SABL3","SABL3-1.lsm","SABL3-1","R",115,1,"fru MARCM","M","aIP-e"
"SABL3","SABL3-1.lsm","SABL3-1","L",116,2,"fru MARCM","M","aSP-b"
"SABN1","SABN1-1.lsm","SABN1-1","L",4084,4,"fru MARCM","M","SN-a"
"SABN1","SABN1-1.lsm","SABN1-1","R",119,2,"fru MARCM","M","aSP-f"
"SABN1","SABN1-1.lsm","SABN1-1","L",118,1,"fru MARCM","M","aDT-h"
"SABN1","SABN1-1.lsm","SABN1-1","R",121,5,"fru MARCM","M","pIP-b"
"SABN1","SABN1-1.lsm","SABN1-1","L",120,3,"fru MARCM","M",NA
"SABN2","SABN2-1.lsm","SABN2-1","R",123,2,"fru MARCM","M","pIP-e"
"SABN2","SABN2-1.lsm","SABN2-1","R",122,1,"fru MARCM","M","MB"
"SABN2","SABN2-1.lsm","SABN2-1","R",775,3,"fru MARCM","M",NA
"SABN5","SABN5-1.lsm","SABN5-1","L",776,2,"fru MARCM","M",NA
"SABN5","SABN5-1.lsm","SABN5-1","L",149,1,"fru MARCM","M","aIP-a"
"SABR13","SABR13-1.lsm","SABR13-1","L",3973,2,"fru MARCM","F","SN-a"
"SABR13","SABR13-1.lsm","SABR13-1","R",3974,3,"fru MARCM","F","SN-a"
"SABR5","SABR5-1.lsm","SABR5-1","R",3977,4,"fru MARCM","F","SN-a"
"SABR5","SABR5-1.lsm","SABR5-1","R",3975,2,"fru MARCM","F","SN-d"
"SABR5","SABR5-1.lsm","SABR5-1","L",3976,3,"fru MARCM","F","SN-a"
"SABS10","SABS10-1.lsm","SABS10-1","R",3982,2,"fru MARCM","F","SN-a"
"SABS2","SABS2-1.lsm","SABS2-1","L",3980,4,"fru MARCM","F","SN-d"
"SABS2","SABS2-1.lsm","SABS2-1","R",3978,2,"fru MARCM","F","SN-a"
"SABS2","SABS2-1.lsm","SABS2-1","R",319,1,"fru MARCM","F","aIP-e"
"SABS2","SABS2-1.lsm","SABS2-1","R",3981,5,"fru MARCM","F","SN-d"
"SABS2","SABS2-1.lsm","SABS2-1","L",3979,3,"fru MARCM","F","SN-a"
"SACG3","SACG3-1.lsm","SACG3-1","R",3986,6,"fru MARCM","F","SN-a"
"SACG3","SACG3-1.lsm","SACG3-1","L",3983,3,"fru MARCM","F","SN-d"
"SACG3","SACG3-1.lsm","SACG3-1","L",3987,7,"fru MARCM","F","aDT-g"
"SACG3","SACG3-1.lsm","SACG3-1","L",3497,2,"fru MARCM","F","MB"
"SACG3","SACG3-1.lsm","SACG3-1","L",318,1,"fru MARCM","F","aDT-e"
"SACG3","SACG3-1.lsm","SACG3-1","R",3984,4,"fru MARCM","F","SN-d"
"SACG3","SACG3-1.lsm","SACG3-1","L",3985,5,"fru MARCM","F","SN-a"
"SACM21","SACM21-1.lsm","SACM21-1","R",298,1,"fru MARCM","M","aDT-h"
"SACN9","SACN9-1.lsm","SACN9-1","R",309,1,"fru MARCM","F","aIP-e"
"SACN9","SACN9-1.lsm","SACN9-1","L",3988,2,"fru MARCM","F","aSG-a"
"SACP10","SACP10-1.lsm","SACP10-1","R",1629,NA,"fru MARCM","M","aSP-g"
"SACP10","SACP10-1.lsm","SACP10-1","R",349,1,"fru MARCM","M","MB"
"SACP3","SACP3-1.lsm","SACP3-1","L",4085,2,"fru MARCM","M","SN-a"
"SACP3","SACP3-1.lsm","SACP3-1","R",345,1,"fru MARCM","M","aIP-e"
"SACP4","SACP4-1.lsm","SACP4-1","R",346,1,"fru MARCM","M","aSP-f"
"SACP4","SACP4-1.lsm","SACP4-1","L",347,2,"fru MARCM","M",NA
"SACP7","SACP7-1.lsm","SACP7-1","R",348,1,"fru MARCM","M","pMP-a"
"SACR1","SACR1-1.lsm","SACR1-1","R",351,1,"fru MARCM","M","pSP-a"
"SACR2","SACR2-1.lsm","SACR2-1","L",2986,1,"fru MARCM","M","pIP-h"
"SACR28","SACR28-1.lsm","SACR28-1","R",353,1,"fru MARCM","M",NA
"SACR28","SACR28-1.lsm","SACR28-1","L",354,2,"fru MARCM","M","aDT-e"
"SACR33","SACR33-1.lsm","SACR33-1","L",4086,2,"fru MARCM","M","SN-b"
"SACR33","SACR33-1.lsm","SACR33-1","R",355,1,"fru MARCM","M","pIP-a"
"SACR8","SACR8-1.lsm","SACR8-1","L",352,1,"fru MARCM","M","aDT-e"
"SACR8","SACR8-1.lsm","SACR8-1","R",4087,2,"fru MARCM","M","SN-a"
"SACR8","SACR8-1.lsm","SACR8-1","L",4088,3,"fru MARCM","M","SN-a"
"SACS16","SACS16-2.lsm","SACS16-2","R",311,1,"fru MARCM","M","aIP-e"
"SACS16","SACS16-2.lsm","SACS16-2","R",4089,2,"fru MARCM","M","SN-a"
"SACT3","SACT3-1.lsm","SACT3-1","R",4090,1,"fru MARCM","M","SN-a"
"SACT4","SACT4-2.lsm","SACT4-2","R",312,1,"fru MARCM","M","aIP-e"
"SACT4","SACT4-2.lsm","SACT4-2","L",4091,2,"fru MARCM","M","SN-a"
"SADE20","SADE20-1.lsm","SADE20-1","L",3989,3,"fru MARCM","F",NA
"SADE20","SADE20-1.lsm","SADE20-1","R",3991,5,"fru MARCM","F","SN-a"
"SADE20","SADE20-1.lsm","SADE20-1","R",235,1,"fru MARCM","F","aIP-b"
"SADE20","SADE20-1.lsm","SADE20-1","L",3990,4,"fru MARCM","F","SN-a"
"SADE20","SADE20-1.lsm","SADE20-1","L",236,2,"fru MARCM","F",NA
"SADE22","SADE22-1.lsm","SADE22-1","L",239,2,"fru MARCM","F",NA
"SADE22","SADE22-1.lsm","SADE22-1","R",238,1,"fru MARCM","F","pIP-c"
"SADF7","SADF7-1.lsm","SADF7-1","R",243,1,"fru MARCM","F","aSP-f"
"SADF7","SADF7-1.lsm","SADF7-1","R",3992,3,"fru MARCM","F",NA
"SADF7","SADF7-1.lsm","SADF7-1","R",2994,2,"fru MARCM","F",NA
"SADI7","SADI7-1.lsm","SADI7-1","L",3993,1,"fru MARCM","F","aDT-e"
"SADJ1","SADJ1-1.lsm","SADJ1-1","L",3962,2,"fru MARCM","M",NA
"SADJ1","SADJ1-1.lsm","SADJ1-1","R",3961,1,"fru MARCM","M","aSP-b"
"SADJ12","SADJ12-1.lsm","SADJ12-1","R",382,1,"fru MARCM","M","aSP-h"
"SADJ12","SADJ12-1.lsm","SADJ12-1","R",384,3,"fru MARCM","M",NA
"SADJ12","SADJ12-1.lsm","SADJ12-1","L",383,2,"fru MARCM","M","aDT-c"
"SADJ12","SADJ12-1.lsm","SADJ12-1","L",4092,4,"fru MARCM","M","MB"
"SADJ12","SADJ12-1.lsm","SADJ12-1","R",4093,5,"fru MARCM","M","MB"
"SADJ8","SADJ8-1.lsm","SADJ8-1","R",387,1,"fru MARCM","M","pIP-c"
"SADJ8","SADJ8-1.lsm","SADJ8-1","L",388,2,"fru MARCM","M","pIP-i"
"SADK1","SADK1-1.lsm","SADK1-1","L",390,2,"fru MARCM","F","aIP-g"
"SADK10","SADK10-1.lsm","SADK10-1","L",3002,2,"fru MARCM","F","pSP-d"
"SADK10","SADK10-1.lsm","SADK10-1","L",3001,1,"fru MARCM","F","pIP-b"
"SADK16","SADK16-1.lsm","SADK16-1","R",403,2,"fru MARCM","F","pSG-a"
"SADK16","SADK16-1.lsm","SADK16-1","R",402,1,"fru MARCM","F","pMP-c"
"SADK17","SADK17-1.lsm","SADK17-1","L",440,1,"fru MARCM","F","aSP-c"
"SADK17","SADK17-1.lsm","SADK17-1","L",441,2,"fru MARCM","F",NA
"SADK4","SADK4-1.lsm","SADK4-1","R",398,3,"fru MARCM","F",NA
"SADK4","SADK4-1.lsm","SADK4-1","L",396,1,"fru MARCM","F","pSP-b"
"SADK4","SADK4-1.lsm","SADK4-1","R",397,2,"fru MARCM","F","aSP-k"
"SADK8","SADK8-1.lsm","SADK8-1","L",404,1,"fru MARCM","F","aSP-i"
"SADK8","SADK8-1.lsm","SADK8-1","L",406,1,"fru MARCM","F","pSP-c"
"SADK8","SADK8-1.lsm","SADK8-1","R",407,4,"fru MARCM","F","pIP-i"
"SADK8","SADK8-1.lsm","SADK8-1","R",405,2,"fru MARCM","F","pIP-g"
"SADK9","SADK9-1.lsm","SADK9-1","L",408,1,"fru MARCM","F","aSP-a"
"SADL2","SADL2-1.lsm","SADL2-1","R",3003,1,"fru MARCM","F","pIP-e"
"SADL3","SADL3-1.lsm","SADL3-1","R",409,1,"fru MARCM","F","aIP-c"
"SADL5","SADL5-1.lsm","SADL5-1","L",421,2,"fru MARCM","F","aIP-c"
"SADL5","SADL5-1.lsm","SADL5-1","R",420,1,"fru MARCM","F","pIP-i"
"SADL6","SADL6-1.lsm","SADL6-1","R",411,2,"fru MARCM","F","aSP-a"
"SADL6","SADL6-1.lsm","SADL6-1","R",410,1,"fru MARCM","F","aIP-c"
"SADL9","SADL9-1.lsm","SADL9-1","R",3004,1,"fru MARCM","F","pSP-b"
"SADM1","SADM1-1.lsm","SADM1-1","R",418,2,"fru MARCM","M","pMP-e"
"SADM1","SADM1-1.lsm","SADM1-1","L",419,3,"fru MARCM","M",NA
"SADM1","SADM1-1.lsm","SADM1-1","L",4095,5,"fru MARCM","M","MB"
"SADM1","SADM1-1.lsm","SADM1-1","L",417,1,"fru MARCM","M","aIP-b"
"SADM1","SADM1-1.lsm","SADM1-1","R",4094,4,"fru MARCM","M","pMP-f"
"SADM2","SADM2-1.lsm","SADM2-1","L",422,2,"fru MARCM","M","aDT-e"
"SADM3","SADM3-1.lsm","SADM3-1","L",426,3,"fru MARCM","M","pIP-c"
"SADM3","SADM3-1.lsm","SADM3-1","R",424,1,"fru MARCM","M","pMP-e"
"SADM3","SADM3-1.lsm","SADM3-1","R",425,2,"fru MARCM","M","pSG-a"
"SADM6","SADM6-1.lsm","SADM6-1","L",427,1,"fru MARCM","M","aDT-e"
"SADN4","SADN4-1.lsm","SADN4-1","R",429,2,"fru MARCM","M","aDT-c"
"SADN4","SADN4-1.lsm","SADN4-1","L",2453,4,"fru MARCM","M",NA
"SADN4","SADN4-1.lsm","SADN4-1","L",4096,5,"fru MARCM","M","MB"
"SADN4","SADN4-1.lsm","SADN4-1","L",430,3,"fru MARCM","M","pIP-h"
"SADN4","SADN4-1.lsm","SADN4-1","R",428,1,"fru MARCM","M","pSG-a"
"SADN6","SADN6-1.lsm","SADN6-1","L",4193,3,"fru MARCM","M","vPr-a"
"SADN6","SADN6-1.lsm","SADN6-1","R",431,1,"fru MARCM","M","aIP-b"
"SADN6","SADN6-1.lsm","SADN6-1","R",4097,2,"fru MARCM","M","pMP-d"
"SADO2","SADO2-1.lsm","SADO2-1","L",4098,4,"fru MARCM","M","SN-a"
"SADO2","SADO2-1.lsm","SADO2-1","R",3007,3,"fru MARCM","M","aDT-g"
"SADO2","SADO2-1.lsm","SADO2-1","R",432,1,"fru MARCM","M","aSP-a"
"SADO2","SADO2-1.lsm","SADO2-1","L",433,2,"fru MARCM","M","aSP-l"
"SADQ1","SADQ1-1.lsm","SADQ1-1","R",3994,3,"fru MARCM","F","SN-c"
"SADQ1","SADQ1-1.lsm","SADQ1-1","R",361,1,"fru MARCM","F","pMP-a"
"SADQ1","SADQ1-1.lsm","SADQ1-1","L",362,2,"fru MARCM","F",NA
"SADQ11","SADQ11-1.lsm","SADQ11-1","R",360,1,"fru MARCM","F","pSP-f"
"SADQ14","SADQ14-1.lsm","SADQ14-1","L",395,2,"fru MARCM","F","pSG-d"
"SADQ14","SADQ14-1.lsm","SADQ14-1","L",394,2,"fru MARCM","F","pSG-a"
"SADQ14","SADQ14-1.lsm","SADQ14-1","L",363,1,"fru MARCM","F","aSP-f"
"SADQ15","SADQ15-1.lsm","SADQ15-1","L",365,1,"fru MARCM","F","pSG-a"
"SADQ15","SADQ15-1.lsm","SADQ15-1","R",366,2,"fru MARCM","F","aSP-e"
"SADQ4","SADQ4-1.lsm","SADQ4-1","L",1576,NA,"fru MARCM","F","aIP-d"
"SADQ4","SADQ4-1.lsm","SADQ4-1","R",1588,NA,"fru MARCM","F","aSP-c"
"SADQ5","SADQ5-1.lsm","SADQ5-1","L",399,1,"fru MARCM","F","aDT-g"
"SADQ7","SADQ7-1.lsm","SADQ7-1","L",368,1,"fru MARCM","F","aSP-h"
"SADQ7","SADQ7-1.lsm","SADQ7-1","R",3995,2,"fru MARCM","F","pSG-d"
"SADR3","SADR3-1.lsm","SADR3-1","L",400,3,"fru MARCM","F","pSP-b"
"SADR3","SADR3-1.lsm","SADR3-1","L",370,2,"fru MARCM","F",NA
"SADR3","SADR3-1.lsm","SADR3-1","L",369,1,"fru MARCM","F","pIP-c"
"SADR7","SADR7-1.lsm","SADR7-1","L",371,1,"fru MARCM","F","aIP-c"
"SADS2","SADS2-1.lsm","SADS2-1","L",4194,4,"fru MARCM","M","vPr-a"
"SADS2","SADS2-1.lsm","SADS2-1","L",1630,3,"fru MARCM","M","aSP-g"
"SADS2","SADS2-1.lsm","SADS2-1","L",1578,2,"fru MARCM","M","aIP-h"
"SAEA3","SAEA3-1.lsm","SAEA3-1","R",458,1,"fru MARCM","F","aSP-h"
"SAEA3","SAEA3-1.lsm","SAEA3-1","L",459,2,"fru MARCM","F","aSP-c"
"SAEA5","SAEA5-1.lsm","SAEA5-1","L",3996,2,"fru MARCM","F","SN-d"
"SAEA5","SAEA5-1.lsm","SAEA5-1","L",460,1,"fru MARCM","F","aSP-e"
"SAEA6","SAEA6-1.lsm","SAEA6-1","R",461,1,"fru MARCM","F","pMP-a"
"SAEB1","SAEB1-1.lsm","SAEB1-1","L",465,4,"fru MARCM","M",NA
"SAEB1","SAEB1-1.lsm","SAEB1-1","L",466,5,"fru MARCM","M","pSG-e"
"SAEB1","SAEB1-1.lsm","SAEB1-1","L",464,3,"fru MARCM","M","pMP-f"
"SAEB1","SAEB1-1.lsm","SAEB1-1","R",462,1,"fru MARCM","M","aDT-h"
"SAEB1","SAEB1-1.lsm","SAEB1-1","L",463,2,"fru MARCM","M","aSP-g"
"SAEB10","SAEB10-1.lsm","SAEB10-1","R",485,3,"fru MARCM","M",NA
"SAEB10","SAEB10-1.lsm","SAEB10-1","R",487,5,"fru MARCM","M","MB"
"SAEB10","SAEB10-1.lsm","SAEB10-1","R",486,4,"fru MARCM","M","pIP-h"
"SAEB10","SAEB10-1.lsm","SAEB10-1","R",483,1,"fru MARCM","M",NA
"SAEB10","SAEB10-1.lsm","SAEB10-1","L",484,2,"fru MARCM","M",NA
"SAEB11","SAEB11-1.lsm","SAEB11-1","R",2001,4,"fru MARCM","M",NA
"SAEB11","SAEB11-1.lsm","SAEB11-1","R",490,3,"fru MARCM","M",NA
"SAEB11","SAEB11-1.lsm","SAEB11-1","R",488,1,"fru MARCM","M",NA
"SAEB11","SAEB11-1.lsm","SAEB11-1","R",489,2,"fru MARCM","M",NA
"SAEB4","SAEB4-1.lsm","SAEB4-1","L",3964,5,"fru MARCM","M","SN-a"
"SAEB4","SAEB4-1.lsm","SAEB4-1","L",3963,4,"fru MARCM","M","SN-c"
"SAEB4","SAEB4-1.lsm","SAEB4-1","R",467,1,"fru MARCM","M","pIP-f"
"SAEB4","SAEB4-1.lsm","SAEB4-1","R",3965,6,"fru MARCM","M","SN-a"
"SAEB4","SAEB4-1.lsm","SAEB4-1","R",468,2,"fru MARCM","M","pIP-j"
"SAEB4","SAEB4-1.lsm","SAEB4-1","R",469,3,"fru MARCM","M",NA
"SAEB5","SAEB5-1.lsm","SAEB5-1","L",473,4,"fru MARCM","M",NA
"SAEB5","SAEB5-1.lsm","SAEB5-1","R",4099,5,"fru MARCM","M","SN-b"
"SAEB5","SAEB5-1.lsm","SAEB5-1","R",471,2,"fru MARCM","M",NA
"SAEB5","SAEB5-1.lsm","SAEB5-1","R",470,1,"fru MARCM","M","pIP-c"
"SAEB5","SAEB5-1.lsm","SAEB5-1","L",472,3,"fru MARCM","M","pSP-c"
"SAEB6","SAEB6-1.lsm","SAEB6-1","R",474,1,"fru MARCM","M","aSP-l"
"SAEB6","SAEB6-1.lsm","SAEB6-1","L",4100,2,"fru MARCM","M","SN-a"
"SAEB7","SAEB7-1.lsm","SAEB7-1","R",3010,4,"fru MARCM","M","MB"
"SAEB7","SAEB7-1.lsm","SAEB7-1","L",4101,5,"fru MARCM","M","SN-c"
"SAEB7","SAEB7-1.lsm","SAEB7-1","R",475,1,"fru MARCM","M",NA
"SAEB7","SAEB7-1.lsm","SAEB7-1","R",2454,3,"fru MARCM","M","pIP-h"
"SAEB7","SAEB7-1.lsm","SAEB7-1","L",476,2,"fru MARCM","M","aIP-g"
"SAEB8","SAEB8-1.lsm","SAEB8-1","R",478,1,"fru MARCM","M","aDT-b"
"SAEB8","SAEB8-1.lsm","SAEB8-1","L",479,2,"fru MARCM","M","aSP-a"
"SAEB8","SAEB8-1.lsm","SAEB8-1","R",480,3,"fru MARCM","M",NA
"SAEB9","SAEB9-1.lsm","SAEB9-1","R",777,3,"fru MARCM","M","pSG-e"
"SAEB9","SAEB9-1.lsm","SAEB9-1","R",481,1,"fru MARCM","M","aSP-j"
"SAEB9","SAEB9-1.lsm","SAEB9-1","L",482,2,"fru MARCM","M",NA
"SAEC10","SAEC10-1.lsm","SAEC10-1","R",506,1,"fru MARCM","F","aSP-d"
"SAEC10","SAEC10-1.lsm","SAEC10-1","L",3997,3,"fru MARCM","F","SN-d"
"SAEC10","SAEC10-1.lsm","SAEC10-1","L",507,2,"fru MARCM","F","pIP-g"
"SAEC11","SAEC11-1.lsm","SAEC11-1","R",510,3,"fru MARCM","F",NA
"SAEC11","SAEC11-1.lsm","SAEC11-1","L",509,2,"fru MARCM","F","pIP-f"
"SAEC11","SAEC11-1.lsm","SAEC11-1","R",508,1,"fru MARCM","F","pIP-"
"SAEC15","SAEC15-1.lsm","SAEC15-1","L",3011,2,"fru MARCM","F","MB"
"SAEC15","SAEC15-1.lsm","SAEC15-1","L",511,1,"fru MARCM","F","pMP-b"
"SAEC16","SAEC16-1.lsm","SAEC16-1","L",513,2,"fru MARCM","F",NA
"SAEC16","SAEC16-1.lsm","SAEC16-1","R",512,1,"fru MARCM","F","aSP-i"
"SAEC19","SAEC19-1.lsm","SAEC19-1","R",514,1,"fru MARCM","F","aSP-a"
"SAEC2","SAEC2-1.lsm","SAEC2-1","R",493,3,"fru MARCM","F",NA
"SAEC2","SAEC2-1.lsm","SAEC2-1","L",491,1,"fru MARCM","F","aDT-c"
"SAEC2","SAEC2-1.lsm","SAEC2-1","R",492,2,"fru MARCM","F","aSP-c"
"SAEC20","SAEC20-1.lsm","SAEC20-1","L",515,1,"fru MARCM","F","aSP-h"
"SAEC21","SAEC21-1.lsm","SAEC21-1","R",518,3,"fru MARCM","F","aDT-c"
"SAEC21","SAEC21-1.lsm","SAEC21-1","R",3012,4,"fru MARCM","F","pSP-b"
"SAEC21","SAEC21-1.lsm","SAEC21-1","R",516,1,"fru MARCM","F","aSP-d"
"SAEC21","SAEC21-1.lsm","SAEC21-1","L",517,2,"fru MARCM","F","pIP-a"
"SAEC22","SAEC22-1.lsm","SAEC22-1","L",520,2,"fru MARCM","F","aSP-k"
"SAEC22","SAEC22-1.lsm","SAEC22-1","L",519,1,"fru MARCM","F",NA
"SAEC22","SAEC22-1.lsm","SAEC22-1","L",3013,3,"fru MARCM","F",NA
"SAEC24","SAEC24-1.lsm","SAEC24-1","L",521,1,"fru MARCM","F","aSP-b"
"SAEC24","SAEC24-1.lsm","SAEC24-1","L",522,2,"fru MARCM","F","aIP-a"
"SAEC24","SAEC24-1.lsm","SAEC24-1","L",3998,3,"fru MARCM","F","SN-d"
"SAEC24","SAEC24-1.lsm","SAEC24-1","R",3999,4,"fru MARCM","F","SN-d"
"SAEC25","SAEC25-1.lsm","SAEC25-1","L",523,1,"fru MARCM","F","aIP-e"
"SAEC4","SAEC4-1.lsm","SAEC4-1","L",494,1,"fru MARCM","F",NA
"SAEC4","SAEC4-1.lsm","SAEC4-1","R",495,2,"fru MARCM","F","pIP-f"
"SAEC5","SAEC5-1.lsm","SAEC5-1","R",497,2,"fru MARCM","F","aIP-h"
"SAEC5","SAEC5-1.lsm","SAEC5-1","L",496,1,"fru MARCM","F","aDT-c"
"SAEC5","SAEC5-1.lsm","SAEC5-1","R",498,3,"fru MARCM","F","pMP-e"
"SAEC5","SAEC5-1.lsm","SAEC5-1","R",499,4,"fru MARCM","F",NA
"SAEC6","SAEC6-1.lsm","SAEC6-1","L",4000,2,"fru MARCM","F","SN-c"
"SAEC6","SAEC6-1.lsm","SAEC6-1","L",500,1,"fru MARCM","F","pMP-a"
"SAEC7","SAEC7-1.lsm","SAEC7-1","L",501,1,"fru MARCM","F","aDT-e"
"SAEC7","SAEC7-1.lsm","SAEC7-1","R",502,2,"fru MARCM","F","aIP-g"
"SAEC7","SAEC7-1.lsm","SAEC7-1","L",503,3,"fru MARCM","F","aSP-f"
"SAEC7","SAEC7-1.lsm","SAEC7-1","L",2338,4,"fru MARCM","F","Lo"
"SAEC8","SAEC8-1.lsm","SAEC8-1","L",505,1,"fru MARCM","F","aSP-b"
"SAED10","SAED10-1.lsm","SAED10-1","L",537,2,"fru MARCM","F",NA
"SAED10","SAED10-1.lsm","SAED10-1","R",536,1,"fru MARCM","F",NA
"SAED11","SAED11-1.lsm","SAED11-1","R",535,1,"fru MARCM","F",NA
"SAED11","SAED11-1.lsm","SAED11-1","L",538,2,"fru MARCM","F","pSP-f"
"SAED12","SAED12-1.lsm","SAED12-1","R",3014,3,"fru MARCM","F","pIP-a"
"SAED12","SAED12-1.lsm","SAED12-1","L",541,2,"fru MARCM","F","pIP-b"
"SAED12","SAED12-1.lsm","SAED12-1","R",540,1,"fru MARCM","F","aDT-e"
"SAED12","SAED12-1.lsm","SAED12-1","R",3015,4,"fru MARCM","F","aDT-b"
"SAED12","SAED12-1.lsm","SAED12-1","L",3016,5,"fru MARCM","F",NA
"SAED13","SAED13-1.lsm","SAED13-1","R",545,2,"fru MARCM","F","aIP-g"
"SAED13","SAED13-1.lsm","SAED13-1","R",551,3,"fru MARCM","F",NA
"SAED13","SAED13-1.lsm","SAED13-1","L",3017,4,"fru MARCM","F","MB"
"SAED13","SAED13-1.lsm","SAED13-1","L",544,1,"fru MARCM","F","aDT-e"
"SAED15","SAED15-1.lsm","SAED15-1","L",539,1,"fru MARCM","F","aIP-e"
"SAED17","SAED17-1.lsm","SAED17-1","R",4001,3,"fru MARCM","F","SN-d"
"SAED17","SAED17-1.lsm","SAED17-1","R",543,2,"fru MARCM","F",NA
"SAED17","SAED17-1.lsm","SAED17-1","R",542,1,"fru MARCM","F","aIP-d"
"SAED18","SAED18-1.lsm","SAED18-1","L",4002,2,"fru MARCM","F","SN-a"
"SAED18","SAED18-1.lsm","SAED18-1","L",558,1,"fru MARCM","F","pMP-a"
"SAED19","SAED19-1.lsm","SAED19-1","R",567,1,"fru MARCM","F",NA
"SAED2","SAED2-1.lsm","SAED2-1","R",525,2,"fru MARCM","F",NA
"SAED2","SAED2-1.lsm","SAED2-1","L",4003,3,"fru MARCM","F","SN-d"
"SAED2","SAED2-1.lsm","SAED2-1","R",524,1,"fru MARCM","F","pSP-a"
"SAED20","SAED20-1.lsm","SAED20-1","L",575,2,"fru MARCM","F",NA
"SAED20","SAED20-1.lsm","SAED20-1","R",573,1,"fru MARCM","F",NA
"SAED21","SAED21-1.lsm","SAED21-1","L",579,1,"fru MARCM","F","pSG-a"
"SAED21","SAED21-1.lsm","SAED21-1","L",3018,4,"fru MARCM","F","MB"
