Filename,Genotype,Sex,RegistrationFile,FullRegistrationPath,Quality,Sections,PixelSize,Step,Lens
"SAGM40-2","fru MARCM","M","SAGM40-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGM40-2_01_warp_m0g80c8e1e-1x26r4.list","3","140",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGM41-1","fru MARCM","M","SAGM41-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGM41-1_01_warp_m0g80c8e1e-1x26r4.list","3","143",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP10-1","fru MARCM","F","SAGP10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP10-1_01_warp_m0g80c8e1e-1x26r4.list","4","167",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP11-2","fru MARCM","F","SAGP11-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP11-2_01_warp_m0g80c8e1e-1x26r4.list","4","175",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP19-2","fru MARCM","F","SAGP19-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP19-2_01_warp_m0g80c8e1e-1x26r4.list","5","165",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP20-2","fru MARCM","F","SAGP20-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP20-2_01_warp_m0g80c8e1e-1x26r4.list","4","163",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP21-2","fru MARCM","F","SAGP21-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP21-2_01_warp_m0g80c8e1e-1x26r4.list","3","181",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP28-2","fru MARCM","F","SAGP28-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP28-2_01_warp_m0g80c8e1e-1x26r4.list","3","170",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP29-3","fru MARCM","F","SAGP29-3","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP29-3_01_warp_m0g80c8e1e-1x26r4.list","4","169",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP30-2","fru MARCM","F","SAGP30-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP30-2_01_warp_m0g80c8e1e-1x26r4.list","3","176",".41513291048192","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP39-2","fru MARCM","F","SAGP39-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP39-2_01_warp_m0g80c8e1e-1x26r4.list","1","177",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP40-2","fru MARCM","F","SAGP40-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP40-2_01_warp_m0g80c8e1e-1x26r4.list","1","169",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAGP41-1","fru MARCM","F","SAGP41-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAGP41-1_01_warp_m0g80c8e1e-1x26r4.list","1","175",".41513291048192","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAHG10-2","fru MARCM","F","SAHG10-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAHG10-2_01_warp_m0g80c8e1e-1x26r4.list","3","156",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAHG2-2","fru MARCM","F","SAHG2-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAHG2-2_01_warp_m0g80c8e1e-1x26r4.list","3","159",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAHG3-2","fru MARCM","F","SAHG3-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAHG3-2_01_warp_m0g80c8e1e-1x26r4.list","3","142",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAHG4-3","fru MARCM","F","SAHG4-3","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAHG4-3_01_warp_m0g80c8e1e-1x26r4.list","5","149",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAHG5-2","fru MARCM","F","SAHG5-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAHG5-2_01_warp_m0g80c8e1e-1x26r4.list","3","164",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAHG7-2","fru MARCM","F","SAHG7-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAHG7-2_01_warp_m0g80c8e1e-1x26r4.list","2","164",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAHG8-1","fru MARCM","F","SAHG8-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAHG8-1_01_warp_m0g80c8e1e-1x26r4.list","3","150",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAIS1-1","fru Syt MARCM","F","SAIS1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAIS1-1_01_warp_m0g80c8e1e-1x26r4.list","2","147",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
"SAIS10-1","fru Syt MARCM","F","SAIS10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/ClusterRegsVNCs/Registration/warp/VNCIS1_SAIS10-1_01_warp_m0g80c8e1e-1x26r4.list","2","146",".415132910481919","1","LD LCI Plan-Apochromat 25x/0.8 Imm Korr DIC M27"
