Filename,Genotype,Sex,RegistrationFile,FullRegistrationPath,Quality,Sections,PixelSize,Step,Lens
"SABR10-1","fru MARCM","F","SABR10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABR10-1_01_warp_m0g80c8e1e-1x26r4.list","1","136",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SABR11-1","fru MARCM","F","SABR11-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABR11-1_01_warp_m0g80c8e1e-1x26r4.list","1","132",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SABR13-1","fru MARCM","F","SABR13-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABR13-1_01_warp_m0g80c8e1e-1x26r4.list","3","109",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SABR2-1","fru MARCM","F","SABR2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABR2-1_01_warp_m0g80c8e1e-1x26r4.list","2","125",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SABR5-1","fru MARCM","F","SABR5-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABR5-1_01_warp_m0g80c8e1e-1x26r4.list","4","140",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SABR9-1","fru MARCM","F","SABR9-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABR9-1_01_warp_m0g80c8e1e-1x26r4.list","4","136",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SABS10-1","fru MARCM","F","SABS10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABS10-1_01_warp_m0g80c8e1e-1x26r4.list","3","122",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SABS2-1","fru MARCM","F","SABS2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SABS2-1_01_warp_m0g80c8e1e-1x26r4.list","3","130",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACC19-1","fru MARCM","F","SACC19-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACC19-1_01_warp_m0g80c8e1e-1x26r4.list","2","99",".410972365116797","1","EC Plan-Neofluar 20x/0.50 M27"
"SACG3-1","fru MARCM","F","SACG3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACG3-1_01_warp_m0g80c8e1e-1x26r4.list","3","144",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACM21-1","fru MARCM","M","SACM21-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACM21-1_01_warp_m0g80c8e1e-1x26r4.list","3","119",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACN9-1","fru MARCM","F","SACN9-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACN9-1_01_warp_m0g80c8e1e-1x26r4.list","2","158",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACP10-1","fru MARCM","M","SACP10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACP10-1_01_warp_m0g80c8e1e-1x26r4.list","3","151",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACP3-1","fru MARCM","M","SACP3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACP3-1_01_warp_m0g80c8e1e-1x26r4.list","4","151",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACP4-1","fru MARCM","M","SACP4-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACP4-1_01_warp_m0g80c8e1e-1x26r4.list","3","152",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACP7-1","fru MARCM","M","SACP7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACP7-1_01_warp_m0g80c8e1e-1x26r4.list","3","161",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACR1-1","fru MARCM","M","SACR1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACR1-1_01_warp_m0g80c8e1e-1x26r4.list","3","148",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACR2-1","fru MARCM","M","SACR2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACR2-1_01_warp_m0g80c8e1e-1x26r4.list","4","132",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACR28-1","fru MARCM","M","SACR28-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACR28-1_01_warp_m0g80c8e1e-1x26r4.list","4","132",".391402252492188","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACR33-1","fru MARCM","M","SACR33-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACR33-1_01_warp_m0g80c8e1e-1x26r4.list","4","129",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACR8-1","fru MARCM","M","SACR8-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACR8-1_01_warp_m0g80c8e1e-1x26r4.list","4","141",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACS16-2","fru MARCM","M","SACS16-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACS16-2_01_warp_m0g80c8e1e-1x26r4.list","4","152",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACT3-1","fru MARCM","M","SACT3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACT3-1_01_warp_m0g80c8e1e-1x26r4.list","5","166",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SACT4-2","fru MARCM","M","SACT4-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SACT4-2_01_warp_m0g80c8e1e-1x26r4.list","3","166",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADE20-1","fru MARCM","F","SADE20-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADE20-1_01_warp_m0g80c8e1e-1x26r4.list","3","136",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADE22-1","fru MARCM","F","SADE22-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADE22-1_01_warp_m0g80c8e1e-1x26r4.list","2","123",".345944092068266","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADF7-1","fru MARCM","F","SADF7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADF7-1_01_warp_m0g80c8e1e-1x26r4.list","4","156",".395364676649447","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADH5-1","fru MARCM","F","SADH5-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADH5-1_01_warp_m0g80c8e1e-1x26r4.list","1","160",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADH7-1","fru MARCM","F","SADH7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADH7-1_01_warp_m0g80c8e1e-1x26r4.list","2","146",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADH9-1","fru MARCM","F","SADH9-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADH9-1_01_warp_m0g80c8e1e-1x26r4.list","2","155",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADI7-1","fru MARCM","F","SADI7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADI7-1_01_warp_m0g80c8e1e-1x26r4.list","2","116",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADJ1-1","fru MARCM","M","SADJ1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADJ1-1_01_warp_m0g80c8e1e-1x26r4.list","2","133",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADJ12-1","fru MARCM","M","SADJ12-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADJ12-1_01_warp_m0g80c8e1e-1x26r4.list","2","147",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADJ7-1","fru MARCM","M","SADJ7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADJ7-1_01_warp_m0g80c8e1e-1x26r4.list","1","133",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADJ8-1","fru MARCM","M","SADJ8-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADJ8-1_01_warp_m0g80c8e1e-1x26r4.list","2","146",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK1-1","fru MARCM","F","SADK1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK1-1_01_warp_m0g80c8e1e-1x26r4.list","3","165",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK10-1","fru MARCM","F","SADK10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK10-1_01_warp_m0g80c8e1e-1x26r4.list","2","152",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK10-2","fru MARCM","F","SADK10-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK10-2_01_warp_m0g80c8e1e-1x26r4.list","2","152",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK16-1","fru MARCM","F","SADK16-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK16-1_01_warp_m0g80c8e1e-1x26r4.list","3","146",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK17-1","fru MARCM","F","SADK17-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK17-1_01_warp_m0g80c8e1e-1x26r4.list","3","150",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK3-1","fru MARCM","F","SADK3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK3-1_01_warp_m0g80c8e1e-1x26r4.list","1","149",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK4-1","fru MARCM","F","SADK4-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK4-1_01_warp_m0g80c8e1e-1x26r4.list","3","151",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK8-1","fru MARCM","F","SADK8-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK8-1_01_warp_m0g80c8e1e-1x26r4.list","2","149",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADK9-1","fru MARCM","F","SADK9-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADK9-1_01_warp_m0g80c8e1e-1x26r4.list","2","148",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL2-1","fru MARCM","F","SADL2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL2-1_01_warp_m0g80c8e1e-1x26r4.list","4","148",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL3-1","fru MARCM","F","SADL3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL3-1_01_warp_m0g80c8e1e-1x26r4.list","2","145",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL4-1","fru MARCM","F","SADL4-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL4-1_01_warp_m0g80c8e1e-1x26r4.list","2","143",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL5-1","fru MARCM","F","SADL5-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL5-1_01_warp_m0g80c8e1e-1x26r4.list","2","149",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL6-1","fru MARCM","F","SADL6-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL6-1_01_warp_m0g80c8e1e-1x26r4.list","2","154",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL7-1","fru MARCM","F","SADL7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL7-1_01_warp_m0g80c8e1e-1x26r4.list","1","141",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL9-1","fru MARCM","F","SADL9-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL9-1_01_warp_m0g80c8e1e-1x26r4.list","2","126",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADL9-3","fru MARCM","F","SADL9-3","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADL9-3_01_warp_m0g80c8e1e-1x26r4.list","2","145",".273981576744531","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADM1-1","fru MARCM","M","SADM1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADM1-1_01_warp_m0g80c8e1e-1x26r4.list","4","146",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADM2-1","fru MARCM","M","SADM2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADM2-1_01_warp_m0g80c8e1e-1x26r4.list","2","142",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADM3-1","fru MARCM","M","SADM3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADM3-1_01_warp_m0g80c8e1e-1x26r4.list","2","153",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADM6-1","fru MARCM","M","SADM6-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADM6-1_01_warp_m0g80c8e1e-1x26r4.list","3","145",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADN4-1","fru MARCM","M","SADN4-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADN4-1_01_warp_m0g80c8e1e-1x26r4.list","3","168",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADN6-1","fru MARCM","M","SADN6-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADN6-1_01_warp_m0g80c8e1e-1x26r4.list","3","161",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADO2-1","fru MARCM","M","SADO2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADO2-1_01_warp_m0g80c8e1e-1x26r4.list","2","182",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADO8-1","fru MARCM","M","SADO8-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADO8-1_01_warp_m0g80c8e1e-1x26r4.list","2","183",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ1-1","fru MARCM","F","SADQ1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ1-1_01_warp_m0g80c8e1e-1x26r4.list","3","161",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ1-2","fru MARCM","F","SADQ1-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ1-2_01_warp_m0g80c8e1e-1x26r4.list","1","58",".110769895285387","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ11-1","fru MARCM","F","SADQ11-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ11-1_01_warp_m0g80c8e1e-1x26r4.list","4","146",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ14-1","fru MARCM","F","SADQ14-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ14-1_01_warp_m0g80c8e1e-1x26r4.list","4","142",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ15-1","fru MARCM","F","SADQ15-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ15-1_01_warp_m0g80c8e1e-1x26r4.list","3","149",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ4-1","fru MARCM","F","SADQ4-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ4-1_01_warp_m0g80c8e1e-1x26r4.list","1","151",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ5-1","fru MARCM","F","SADQ5-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ5-1_01_warp_m0g80c8e1e-1x26r4.list","3","154",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADQ7-1","fru MARCM","F","SADQ7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADQ7-1_01_warp_m0g80c8e1e-1x26r4.list","5","144",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADR3-1","fru MARCM","F","SADR3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADR3-1_01_warp_m0g80c8e1e-1x26r4.list","3","150",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADR7-1","fru MARCM","F","SADR7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADR7-1_01_warp_m0g80c8e1e-1x26r4.list","3","156",".387468461672481","1","EC Plan-Neofluar 40x/1.30 Oil DIC M27"
"SADS2-1","fru MARCM","M","SADS2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SADS2-1_01_warp_m0g80c8e1e-1x26r4.list","3","129",".310185287208001",".85","EC Epiplan-Neofluar 50x/0.80 DIC M27"
"SAEA3-1","fru MARCM","F","SAEA3-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEA3-1_01_warp_m0g80c8e1e-1x26r4.list","3","145",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEA5-1","fru MARCM","F","SAEA5-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEA5-1_01_warp_m0g80c8e1e-1x26r4.list","2","151",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEA6-1","fru MARCM","F","SAEA6-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEA6-1_01_warp_m0g80c8e1e-1x26r4.list","3","166",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEA6-2","fru MARCM","F","SAEA6-2","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEA6-2_01_warp_m0g80c8e1e-1x26r4.list","1","166",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB1-1","fru MARCM","M","SAEB1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB1-1_01_warp_m0g80c8e1e-1x26r4.list","5","155",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB10-1","fru MARCM","M","SAEB10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB10-1_01_warp_m0g80c8e1e-1x26r4.list","3","177",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB11-1","fru MARCM","M","SAEB11-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB11-1_01_warp_m0g80c8e1e-1x26r4.list","2","168",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB4-1","fru MARCM","M","SAEB4-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB4-1_01_warp_m0g80c8e1e-1x26r4.list","3","166",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB5-1","fru MARCM","M","SAEB5-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB5-1_01_warp_m0g80c8e1e-1x26r4.list","4","166",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB6-1","fru MARCM","M","SAEB6-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB6-1_01_warp_m0g80c8e1e-1x26r4.list","3","173",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB7-1","fru MARCM","M","SAEB7-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB7-1_01_warp_m0g80c8e1e-1x26r4.list","3","171",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB8-1","fru MARCM","M","SAEB8-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB8-1_01_warp_m0g80c8e1e-1x26r4.list","4","182",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEB9-1","fru MARCM","M","SAEB9-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEB9-1_01_warp_m0g80c8e1e-1x26r4.list","4","168",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC1-1","fru MARCM","F","SAEC1-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC1-1_01_warp_m0g80c8e1e-1x26r4.list","1","165",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC10-1","fru MARCM","F","SAEC10-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC10-1_01_warp_m0g80c8e1e-1x26r4.list","3","165",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC11-1","fru MARCM","F","SAEC11-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC11-1_01_warp_m0g80c8e1e-1x26r4.list","4","164",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC15-1","fru MARCM","F","SAEC15-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC15-1_01_warp_m0g80c8e1e-1x26r4.list","5","159",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC16-1","fru MARCM","F","SAEC16-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC16-1_01_warp_m0g80c8e1e-1x26r4.list","4","161",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC19-1","fru MARCM","F","SAEC19-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC19-1_01_warp_m0g80c8e1e-1x26r4.list","3","164",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC2-1","fru MARCM","F","SAEC2-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC2-1_01_warp_m0g80c8e1e-1x26r4.list","5","162",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC20-1","fru MARCM","F","SAEC20-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC20-1_01_warp_m0g80c8e1e-1x26r4.list","3","158",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC21-1","fru MARCM","F","SAEC21-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC21-1_01_warp_m0g80c8e1e-1x26r4.list","3","176",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC22-1","fru MARCM","F","SAEC22-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC22-1_01_warp_m0g80c8e1e-1x26r4.list","2","164",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC24-1","fru MARCM","F","SAEC24-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC24-1_01_warp_m0g80c8e1e-1x26r4.list","2","160",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
"SAEC25-1","fru MARCM","F","SAEC25-1","/Volumes/JData/JPeople/Sebastian/fruitless/Registration/IS2Reg/Registration/warp/IS2_SAEC25-1_01_warp_m0g80c8e1e-1x26r4.list","3","165",".447620653079743","1","LCI Plan-Neofluar 25x/0.8 Imm Korr DIC"
